Unnamed: 0,date,rating
0,20230103,-0.000422817210034
1,20230104,0.0004889831701816
2,20230105,4.695455015985002e-05
3,20230106,-0.0006508988862373
4,20230109,9.844895163004505e-05
5,20230110,9.935034274368742e-05
6,20230111,0.0002595723723134
7,20230112,-0.000108416307253
8,20230113,1.7134478809921395e-05
9,20230116,0.0002741794575804
10,20230117,-7.475480806540219e-05
11,20230118,0.0002044402242865
12,20230119,5.213826767660601e-05
13,20230120,-0.0002468724197763
14,20230130,0.00016294605011
15,20230131,0.0001120198706451
16,20230201,0.0001069329355537
17,20230202,2.857419231418749e-05
18,20230203,0.0003115975748766
19,20230206,0.0001946675040661
20,20230207,0.0006133909148524
21,20230208,0.0002673776182982
22,20230209,-0.0005200448873509
23,20230210,0.0004949641730751
24,20230213,0.0008784611529726
25,20230214,0.0003363286031602
26,20230215,-0.000520727007178
27,20230216,-0.0002415905258004
28,20230217,0.0005090494255452
29,20230220,-3.828201086290509e-05
30,20230221,-0.0002155923378659
31,20230222,0.0001853383957783
32,20230223,-0.0001768362687093
33,20230224,-0.0002624176670925
34,20230227,-0.0002699130663073
35,20230228,-0.0003849119089963
36,20230301,-0.0004295282372249
37,20230302,-0.0002170925489156
38,20230303,-0.0001018655531363
39,20230306,-3.86119371079089e-05
40,20230307,-0.0003792546494427
41,20230308,1.4830990332870806e-05
42,20230309,-0.0001870133566632
43,20230310,-5.2975829681678375e-05
44,20230313,-5.8174825420597455e-05
45,20230314,0.0001935793819376
46,20230315,-9.61390204499589e-05
47,20230316,0.0001808259040931
48,20230317,0.0002133643630184
49,20230320,0.0007791203973032
50,20230321,0.0005959751207247
51,20230322,0.0007111747691772
52,20230323,-0.0001535657484926
53,20230324,-0.0001917303102318
54,20230327,-0.0005858269563677
55,20230328,-0.0002065040349403
56,20230329,-3.18164859937499e-05
57,20230330,-0.0003841205321711
58,20230331,0.000776925139131
59,20230403,-0.0002647356197506
60,20230404,-0.0005956623706368
61,20230406,-0.000366641177131
62,20230407,8.185742110919625e-05
63,20230410,-0.0005965478708644
64,20230411,0.000225173887962
65,20230412,-0.0004947998388711
66,20230413,0.0001725449780767
67,20230414,-3.644849322214528e-05
68,20230417,0.0005536170496725
69,20230418,-0.0002640604919256
70,20230419,-0.0003168530195823
71,20230420,0.0002427645453958
72,20230421,-0.0005258807279589
73,20230424,0.0002353874410147
74,20230425,8.832162064968057e-05
75,20230426,-0.0003246147698398
76,20230427,0.0003560746982429
77,20230428,0.0005599808078629
78,20230504,-0.0011248027520744
79,20230505,-9.728957394579762e-05
80,20230508,-0.0005709354661658
