Unnamed: 0,date,rating
0,20230103,0.0005686173966078
1,20230104,-1.984341142410256e-05
2,20230105,-0.0001969898077241
3,20230106,-3.03797767244841e-05
4,20230109,0.0005805849332526
5,20230110,4.510920679535479e-05
6,20230111,-0.0003877313284746
7,20230112,-0.000199372066461
8,20230113,-0.0005211828498014
9,20230116,9.46891014244938e-05
10,20230117,-0.0004877785908203
11,20230118,0.0002677915953395
12,20230119,0.0003802359041765
13,20230120,-0.0003072413722229
14,20230130,0.0002235498486176
15,20230131,0.0003468004457402
16,20230201,0.0001640806328018
17,20230202,-0.0001013340093483
18,20230203,0.000118689555971
19,20230206,0.0003718051144264
20,20230207,0.0001035111472011
21,20230208,-0.0001864127027723
22,20230209,5.2921443118599895e-05
23,20230210,-0.0003427843519913
24,20230213,-0.0004004903733292
25,20230214,-0.0001937186981097
26,20230215,0.0008620661623818
27,20230216,0.0004647129069989
28,20230217,0.0004491352931536
29,20230220,-0.0006319448924876
30,20230221,-0.0005891756824614
31,20230222,-0.0001637714930195
32,20230223,9.900528313395238e-05
33,20230224,-5.230606732029205e-06
34,20230227,-0.0004237216341898
35,20230228,5.130596313924387e-05
36,20230301,8.141857002084858e-06
37,20230302,0.000183756598238
38,20230303,-0.0002115781911424
39,20230306,-0.0003998198590576
40,20230307,-0.0002243903541627
41,20230308,8.828973407759966e-05
42,20230309,0.0006118948499816
43,20230310,0.0004849377293421
44,20230313,0.0002525101862123
45,20230314,0.0003497096361559
46,20230315,-0.0001684171128113
47,20230316,0.0002105215387694
48,20230317,0.0001947353377507
49,20230320,-0.0006753874095387
50,20230321,-0.0011403103298768
51,20230322,0.0006912318904364
52,20230323,-0.0003794494989855
53,20230324,-9.54180272784123e-07
54,20230327,-2.2470004886949688e-05
55,20230328,0.0002954781909256
56,20230329,-0.0002433374366225
57,20230330,-0.0001894585560705
58,20230331,4.695533016768108e-05
59,20230403,-0.0001095713787599
60,20230404,-0.0002705965391578
61,20230406,-0.0005259772133637
62,20230407,0.0001033931138349
63,20230410,-0.000512173608631
64,20230411,3.607030212819192e-05
65,20230412,0.0007154489779856
66,20230413,-0.0001366278527571
67,20230414,-0.0003995741392956
68,20230417,0.000120349119809
69,20230418,8.521696588392405e-05
70,20230419,-1.545381861793105e-05
71,20230420,0.0001714132937034
72,20230421,-0.0005089793403103
73,20230424,-0.0002976758631795
74,20230425,0.0004963574716244
75,20230426,-0.0006119871556037
76,20230427,0.0002816018832787
77,20230428,0.0004714654528942
78,20230504,-0.0004244505334092
79,20230505,3.939919486993491e-05
80,20230508,3.967876588615897e-05
