,date,rating
0,20220128,1.198413992391734
1,20220207,3.896519415000902
2,20220208,1.9519015529393506
3,20220209,2.1906458368479416
4,20220210,3.6716740967729082
5,20220211,2.2158137232698194
6,20220214,1.6984669593417145
7,20220215,2.0505588943873185
8,20220216,7.201384784528444
9,20220217,2.5539873858325586
10,20220218,2.217090553054818
11,20220221,1.516266057019437
12,20220222,5.001135116720679
13,20220223,4.67758689359802
14,20220224,1.6183183012283453
15,20220225,2.4809249851325275
16,20220228,2.6320424443720096
17,20220301,5.871294948597561
18,20220302,2.7489948778145092
19,20220303,2.5644648053627344
20,20220304,4.144371491154883
21,20220307,1.5392175497713854
22,20220308,1.4181719347978767
23,20220309,1.2356169039723557
24,20220310,3.514505729198184
25,20220311,1.4913814268849173
26,20220314,1.11685189991546
27,20220315,1.540009179641725
28,20220316,1.4113841142083003
29,20220317,2.5853448905207577
30,20220318,1.5899251707840454
31,20220321,5.065612437269903
32,20220322,1.7067140980458222
33,20220323,2.2659872437238704
34,20220324,2.918628703528958
35,20220325,2.4668682954699466
36,20220328,2.145595429191308
37,20220329,2.3961475910106853
38,20220330,1.91955155763482
39,20220331,3.3343318162482425
40,20220401,3.246867268723012
41,20220406,4.1406978729309305
42,20220407,1.909210025078334
43,20220408,2.2456464660100672
44,20220411,2.0531102829766827
45,20220412,1.7546491905177464
46,20220413,1.962938815809668
47,20220414,2.279845596591812
48,20220415,2.3664541142694864
49,20220418,2.6627386409371225
50,20220419,5.606599574107666
51,20220420,1.275898216768027
52,20220421,1.1673833127799227
53,20220422,2.764699062058575
54,20220425,2.0657536587317176
55,20220426,1.7955487580984253
56,20220427,1.5230918288833546
57,20220428,4.316075283104356
58,20220429,1.1510302968745203
59,20220505,2.9949696994934256
60,20220506,1.6102913666165914
61,20220509,2.0163435023662024
62,20220510,2.012518157008008
63,20220511,3.366889463949797
64,20220512,2.536061813194886
65,20220513,3.085226829046803
66,20220516,2.248426462434872
67,20220517,1.6825220142466242
68,20220518,2.1387069816024065
69,20220519,1.8528682827339285
70,20220520,2.227146852028215
71,20220523,3.6127619543055647
72,20220524,2.023406114248918
73,20220525,1.159304060199655
74,20220526,2.506575425195234
75,20220527,2.5058261239453548
76,20220530,5.352235187585094
77,20220531,6.4850732905807424
78,20220601,4.674509703724117
79,20220602,6.417806479093965
80,20220606,8.46643819221504
81,20220607,10.886337305118351
82,20220608,9.619211954770684
83,20220609,3.208045345791342
84,20220610,2.2306553066660793
85,20220613,3.222578523031601
86,20220614,2.22195960296791
87,20220615,6.662368535771701
88,20220616,5.762141310642001
89,20220617,2.7715999243204603
90,20220620,3.9939439060835986
91,20220621,2.010454797631087
92,20220622,3.5868174595904256
93,20220623,1.8743426371795475
94,20220624,3.476160201998214
95,20220627,4.072678974128355
96,20220628,7.168244447543414
97,20220629,4.735989058483828
98,20220630,5.882388605897745
99,20220701,6.276085186609012
100,20220704,2.9302532309029274
101,20220705,2.4647646004697052
102,20220706,5.440458235246001
103,20220707,4.21022681043759
104,20220708,4.868182668356847
105,20220711,4.6481655208741515
106,20220712,7.654812959370445
107,20220713,3.3794237221359977
108,20220714,3.4176477680269692
109,20220715,4.298408830808802
110,20220718,2.0864994569965676
111,20220719,3.3678110429737464
112,20220720,5.729168111224812
113,20220721,6.749486879929811
114,20220722,5.091132097971562
115,20220725,2.890689637620443
116,20220726,3.870654572940305
117,20220727,2.1028412479151486
118,20220728,7.247060316720156
119,20220729,5.483648079341205
120,20220801,4.572016614605395
121,20220802,4.02030297294875
122,20220803,3.3584540897023154
123,20220804,4.170171710519529
124,20220805,9.246665286914174
125,20220808,4.30452268102523
126,20220809,4.5856202749259385
127,20220810,5.548415796646669
128,20220811,3.8631000414920833
129,20220812,3.8380616983827047
