,date,rating
0,20230216,2.124803503934435
1,20230217,3.6168502131081612
2,20230220,2.1545032802131923
3,20230221,2.8337276040199897
4,20230222,3.0032390460944476
5,20230223,4.459596382452308
6,20230224,4.347585795921801
7,20230227,4.242306369135601
8,20230228,4.084733504247781
9,20230301,3.3108154314992624
10,20230302,12.634188433335613
11,20230303,3.305851296616394
12,20230306,6.693800678059522
13,20230307,2.9173000129871745
14,20230308,4.0145323477360915
15,20230309,6.742634869471746
16,20230310,2.3399164268273696
17,20230313,3.486169070092408
18,20230314,2.7807146652045756
19,20230315,2.7379306967011243
20,20230316,3.03826249548607
21,20230317,1.5796778117440118
22,20230320,3.8522890854161567
23,20230321,1.4741093121233833
24,20230322,3.8144280128381327
25,20230323,2.130879384152361
26,20230324,3.758884345898105
27,20230327,2.1381142928210246
28,20230328,2.8057386956118933
29,20230329,6.499912826312695
30,20230330,3.194964282314277
31,20230331,2.08536666920939
32,20230403,1.5307450347600868
33,20230404,2.1322820178309287
34,20230406,2.6903227171545754
35,20230407,1.3582218791165754
36,20230410,1.439344620715175
37,20230411,1.8482632001322283
38,20230412,1.3712010751717236
39,20230413,2.2457502292259086
40,20230414,1.627122431533957
41,20230417,2.212510235357585
42,20230418,1.91866762535881
43,20230419,3.217616707643152
44,20230420,7.7053841854242
45,20230421,2.5540483251329045
46,20230424,3.928796434090836
47,20230425,3.0939625506612596
48,20230426,4.809636611332781
49,20230427,6.07501137596757
50,20230428,2.4328123631362297
51,20230504,3.821556561657811
52,20230505,2.908953165949856
53,20230508,2.3891922513019197
54,20230509,1.680245772882667
55,20230510,1.2701661137157005
56,20230511,1.9681235116734275
57,20230512,2.64434378380895
58,20230515,1.5709804384187576
59,20230516,1.6175727729248062
60,20230517,1.4236262720827066
61,20230518,2.8229710124565037
62,20230519,0.9118162028328806
63,20230522,2.0379908359615713
64,20230523,5.709614014253601
65,20230524,1.8985288230590693
66,20230525,2.502704724709573
67,20230526,2.18172121127839
68,20230529,8.421353145831349
69,20230530,1.4642061464122627
70,20230531,2.329680450516475
71,20230601,1.590908853882345
72,20230602,3.288632488168087
73,20230605,3.8373732830537146
74,20230606,2.135406593033988
75,20230607,4.419760952365033
76,20230608,7.24843708015586
77,20230609,5.330212867793672
78,20230612,5.691681400007908
79,20230613,3.7195713427694175
80,20230614,9.282322595864313
81,20230615,8.135353725498828
82,20230616,13.076340402746462
83,20230619,15.730816512210527
84,20230620,5.777398664682745
85,20230621,3.3996225634565653
86,20230626,2.705534273311139
87,20230627,3.241260949202483
88,20230628,2.4222843330731045
89,20230629,1.217663502182479
90,20230630,5.597168258161749
91,20230703,4.01681742294516
92,20230704,2.2091670823271814
93,20230705,2.6551754029486943
94,20230706,4.103563485065875
95,20230707,6.943938427664603
96,20230710,3.3226570647105813
97,20230711,2.5493879963872605
98,20230712,7.058407368505446
99,20230713,2.549639786121329
100,20230714,12.854607720753032
101,20230717,7.044524646853409
102,20230718,7.967966049956061
103,20230719,2.411000683390781
104,20230720,2.7600098914192643
