Unnamed: 0,date,rating
0,20230103,0.0001960996270628
1,20230104,2.9888490888583213e-05
2,20230105,1.1727533597738336e-05
3,20230106,-8.151241771996325e-05
4,20230109,9.005698208146097e-05
5,20230110,2.1068565096670387e-05
6,20230111,8.700832482048624e-05
7,20230112,0.0001340251240866
8,20230113,7.618470134719529e-06
9,20230116,-0.0001298833753326
10,20230117,-0.0001394428557611
11,20230118,0.0001717587299209
12,20230119,1.1123752217823268e-05
13,20230120,0.000111346449829
14,20230130,0.0003397268824737
15,20230131,0.0002129626740835
16,20230201,0.0002650023111408
17,20230202,-8.385634375680426e-06
18,20230203,7.061356858636561e-05
19,20230206,0.000125517648371
20,20230207,0.0002734073168821
21,20230208,0.0004215000443979
22,20230209,7.723351814228542e-05
23,20230210,0.0002108903233243
24,20230213,0.0002508077918984
25,20230214,-0.0001943113737918
26,20230215,0.0001389652210757
27,20230216,-0.0004389765091917
28,20230217,-6.483106898624717e-05
29,20230220,-0.000241117241763
30,20230221,-0.000128410743086
31,20230222,-0.0001133309208977
32,20230223,0.0001398095270268
33,20230224,9.945483339010786e-05
34,20230227,-0.0001639375512076
35,20230228,0.0003421571395131
36,20230301,-5.058287789172412e-05
37,20230302,-0.0001115639239929
38,20230303,-0.0001168927515523
39,20230306,-0.0001326460647469
40,20230307,-8.29101325789315e-05
41,20230308,0.0004980704268831
42,20230309,5.392746022925512e-05
43,20230310,0.0004008934978168
44,20230313,0.0001795166875212
45,20230314,-7.183613232458825e-05
46,20230315,0.0003433464312619
47,20230316,-3.294352759934558e-05
48,20230317,1.43296840217863e-05
49,20230320,0.0001131492208359
50,20230321,0.0005316264648214
51,20230322,0.0002845620151825
52,20230323,-3.837849459246443e-05
53,20230324,0.000245725221214
54,20230327,0.0001819785367577
55,20230328,8.18524453772712e-05
56,20230329,-7.918161541068446e-05
57,20230330,-0.0003944153700213
58,20230331,0.0001434354769177
59,20230403,5.657304495766336e-05
60,20230404,-0.0004703378127235
61,20230406,-7.64878956161595e-06
62,20230407,0.0001394427404533
63,20230410,-0.0004554452424981
64,20230411,-0.0002240107407355
65,20230412,9.288033010320685e-05
66,20230413,3.650002367184082e-05
67,20230414,0.0001018356700748
68,20230417,0.000121257736772
69,20230418,-0.0003694608128622
70,20230419,0.0003013094044405
71,20230420,0.0003614233100463
72,20230421,0.0002871602926455
73,20230424,0.000528803902516
74,20230425,-8.047730183649517e-05
75,20230426,0.0002652949258399
76,20230427,0.0001182817992506
77,20230428,0.0007255283719212
78,20230504,-4.424411400618849e-05
79,20230505,0.0001465650220334
80,20230508,2.0985020346456548e-05
